Thu Dec  9 10:58:27 2021    cProfile_output

         15254792 function calls (14983050 primitive calls) in 20.212 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12389    0.069    0.000    0.069    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       60    0.000    0.000    0.069    0.001 dataarray.py:2193(reduce)
   586398    0.069    0.000    0.069    0.000 {method 'append' of 'list' objects}
       10    0.000    0.000    0.068    0.007 duck_array_ops.py:272(stack)
      599    0.001    0.000    0.068    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
     9010    0.001    0.000    0.068    0.000 _collections_abc.py:719(__iter__)
       20    0.000    0.000    0.068    0.003 _axes.py:1432(plot)
      270    0.001    0.000    0.068    0.000 inspect.py:2101(_signature_from_builtin)
    11315    0.007    0.000    0.067    0.000 common.py:987(is_datetime64_any_dtype)
     9780    0.027    0.000    0.067    0.000 utils.py:1079(is_arraylike)
     2480    0.006    0.000    0.067    0.000 managers.py:655(_consolidate_check)
       23    0.000    0.000    0.066    0.003 duck_array_ops.py:166(as_shared_dtype)
        2    0.000    0.000    0.066    0.033 operator.py:1(<module>)
      238    0.005    0.000    0.066    0.000 inspect.py:1957(_signature_fromstr)
        1    0.000    0.000    0.066    0.066 grammar.py:1(<module>)
       60    0.000    0.000    0.065    0.001 blockwise.py:211(__iter__)
      599    0.001    0.000    0.065    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
     4890    0.005    0.000    0.065    0.000 _dtype.py:57(__repr__)
      904    0.002    0.000    0.065    0.000 __init__.py:2026(_by_version)
     2040    0.004    0.000    0.065    0.000 netCDF4_.py:372(<dictcomp>)
      200    0.000    0.000    0.065    0.000 operator.py:8(should_curry)
     1560    0.002    0.000    0.065    0.000 core.py:2165(rechunk)
      389    0.001    0.000    0.065    0.000 sre_compile.py:598(_code)
    18058    0.009    0.000    0.065    0.000 common.py:403(is_datetime64tz_dtype)
     2450    0.011    0.000    0.065    0.000 missing.py:402(array_equivalent)
    18108    0.009    0.000    0.064    0.000 common.py:506(is_interval_dtype)
     1230    0.028    0.000    0.064    0.000 blockwise.py:47(blockwise)
       60    0.017    0.000    0.064    0.001 blockwise.py:227(make_blockwise_graph)
  265/260    0.001    0.000    0.064    0.000 functoolz.py:829(_check_sigspec)
     2530    0.030    0.000    0.063    0.000 slicing.py:326(_slice_1d)
        1    0.000    0.000    0.063    0.063 contour.py:3(<module>)
     2040    0.011    0.000    0.063    0.000 netCDF4_.py:33(__init__)
     2430    0.042    0.000    0.063    0.000 {pandas._libs.lib.maybe_convert_objects}
      120    0.002    0.000    0.062    0.001 formatting.py:53(first_n_items)
       23    0.000    0.000    0.062    0.003 dtypes.py:145(result_type)
       20    0.007    0.000    0.061    0.003 local.py:139(start_state_from_dask)
      121    0.001    0.000    0.061    0.001 dataset.py:1369(set_coords)
        1    0.000    0.000    0.061    0.061 application.py:10(<module>)
5757/2974    0.003    0.000    0.061    0.000 <__array_function__ internals>:2(result_type)
     8160    0.061    0.000    0.061    0.000 {method 'getncattr' of 'netCDF4._netCDF4.Variable' objects}
       10    0.000    0.000    0.060    0.006 resample.py:165(__init__)
      240    0.000    0.000    0.060    0.000 indexing.py:490(__array__)
     3922    0.023    0.000    0.060    0.000 version.py:198(__init__)
       10    0.000    0.000    0.060    0.006 groupby.py:268(__init__)
     2480    0.002    0.000    0.060    0.000 managers.py:656(<listcomp>)
      532    0.002    0.000    0.060    0.000 datetimes.py:220(__new__)
     1560    0.005    0.000    0.060    0.000 rechunk.py:184(rechunk)
      904    0.002    0.000    0.059    0.000 __init__.py:2032(<listcomp>)
        1    0.000    0.000    0.059    0.059 mstats_basic.py:4(<module>)
     1221    0.011    0.000    0.058    0.000 concat.py:31(get_dtype_kinds)
     2510    0.016    0.000    0.058    0.000 blocks.py:343(ftype)
     4890    0.004    0.000    0.057    0.000 _dtype.py:80(_construction_repr)
     2329    0.005    0.000    0.057    0.000 variable.py:2125(copy)
     2783    0.004    0.000    0.057    0.000 core.py:1321(__array_function__)
    64520    0.037    0.000    0.057    0.000 enum.py:284(__call__)
     6342    0.007    0.000    0.057    0.000 common.py:575(is_string_dtype)
  207/204    0.001    0.000    0.057    0.000 functoolz.py:882(num_required_args)
     2855    0.004    0.000    0.057    0.000 version.py:24(parse)
        1    0.000    0.000    0.057    0.057 collections.py:10(<module>)
    18884    0.010    0.000    0.056    0.000 common.py:542(is_categorical_dtype)
      210    0.056    0.000    0.056    0.000 {built-in method io.open}
    13556    0.015    0.000    0.056    0.000 dtypes.py:1124(is_dtype)
        1    0.000    0.000    0.056    0.056 _axes.py:1(<module>)
     1210    0.001    0.000    0.055    0.000 <__array_function__ internals>:2(inv)
        2    0.000    0.000    0.055    0.028 cache.py:1(<module>)
        1    0.000    0.000    0.055    0.055 __init__.py:91(<module>)
    25775    0.021    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
        1    0.000    0.000    0.054    0.054 cache.py:49(_get_default_cache_path)
        4    0.000    0.000    0.054    0.014 platform.py:1061(system)
        4    0.000    0.000    0.054    0.014 platform.py:923(uname)
        1    0.000    0.000    0.054    0.054 platform.py:780(_syscmd_uname)
    37575    0.026    0.000    0.054    0.000 core.py:2483(<genexpr>)
    17087    0.016    0.000    0.053    0.000 inspect.py:2533(replace)
      180    0.049    0.000    0.053    0.000 core.py:261(reverse_dict)
     4890    0.022    0.000    0.053    0.000 _dtype.py:115(_scalar_str)
        1    0.000    0.000    0.053    0.053 __init__.py:15(_register_transports)
     1220    0.011    0.000    0.052    0.000 construction.py:331(extract_index)
       10    0.000    0.000    0.052    0.005 groupby.py:448(_get_index_and_items)
     1210    0.036    0.000    0.052    0.000 linalg.py:482(inv)
        1    0.000    0.000    0.052    0.052 fft.py:1(<module>)
        1    0.000    0.000    0.052    0.052 __init__.py:101(<module>)
      260    0.001    0.000    0.052    0.000 common.py:49(new_method)
     2783    0.002    0.000    0.052    0.000 routines.py:53(result_type)
        1    0.000    0.000    0.051    0.051 widget.py:8(<module>)
       20    0.000    0.000    0.051    0.003 datetimes.py:1021(date_range)
  553/533    0.002    0.000    0.051    0.000 datetimes.py:298(_from_sequence)
        1    0.000    0.000    0.051    0.051 __init__.py:13(<module>)
       20    0.014    0.001    0.051    0.003 optimization.py:73(hold_keys)
     6362    0.005    0.000    0.050    0.000 common.py:1647(_is_dtype)
     2040    0.014    0.000    0.050    0.000 variables.py:188(<setcomp>)
       20    0.000    0.000    0.049    0.002 datetimes.py:339(_generate_range)
        2    0.000    0.000    0.049    0.024 generic.py:1(<module>)
     1891    0.010    0.000    0.049    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     2480    0.028    0.000    0.048    0.000 inspect.py:613(cleandoc)
     2442    0.003    0.000    0.048    0.000 inspect.py:3017(bind_partial)
       20    0.000    0.000    0.048    0.002 _ranges.py:15(generate_regular_range)
      920    0.002    0.000    0.048    0.000 __init__.py:2565(__init__)
       20    0.001    0.000    0.048    0.002 _ranges.py:81(<listcomp>)
     9707    0.047    0.000    0.047    0.000 threading.py:216(__init__)
      683    0.004    0.000    0.047    0.000 textwrap.py:414(dedent)
    24000    0.032    0.000    0.047    0.000 optimization.py:887(key_split)
        1    0.000    0.000    0.047    0.047 requirements.py:4(<module>)
     2450    0.002    0.000    0.047    0.000 offsets.py:2723(generate_range)
       20    0.000    0.000    0.047    0.002 optimization.py:290(inline_functions)
      220    0.006    0.000    0.046    0.000 lines.py:273(__init__)
        1    0.000    0.000    0.046    0.046 text.py:3(<module>)
    21022    0.013    0.000    0.046    0.000 core.py:1282(ndim)
     1064    0.004    0.000    0.046    0.000 __init__.py:1325(safe_version)
     2471    0.033    0.000    0.046    0.000 inspect.py:2879(_bind)
     2440    0.028    0.000    0.045    0.000 offsets.py:94(wrapper)
     1072    0.003    0.000    0.045    0.000 variable.py:2182(to_index)
 2792/389    0.016    0.000    0.045    0.000 sre_compile.py:71(_compile)
     1210    0.002    0.000    0.045    0.000 <__array_function__ internals>:2(diag)
        1    0.000    0.000    0.045    0.045 minimize_trustregion_constr.py:1(<module>)
        8    0.000    0.000    0.045    0.006 base.py:1(<module>)
     2783    0.003    0.000    0.045    0.000 routines.py:55(<listcomp>)
     4800    0.007    0.000    0.044    0.000 optimization.py:394(<setcomp>)
        1    0.000    0.000    0.044    0.044 os.py:978(popen)
     2841    0.003    0.000    0.044    0.000 common.py:1282(needs_i8_conversion)
     2250    0.002    0.000    0.044    0.000 inspect.py:594(getdoc)
      720    0.003    0.000    0.044    0.000 timedeltas.py:16(to_timedelta)
        1    0.000    0.000    0.044    0.044 subprocess.py:681(__init__)
13583/7483    0.024    0.000    0.044    0.000 base.py:675(normalize_seq)
        1    0.000    0.000    0.044    0.044 subprocess.py:1412(_execute_child)
     1240    0.002    0.000    0.044    0.000 slicing.py:318(<listcomp>)
        1    0.000    0.000    0.044    0.044 _sketches.py:1(<module>)
     9252    0.010    0.000    0.044    0.000 common.py:372(is_datetime64_dtype)
        1    0.000    0.000    0.044    0.044 ufunc.py:1(<module>)
        1    0.000    0.000    0.043    0.043 __init__.py:219(<module>)
       20    0.000    0.000    0.043    0.002 axis.py:945(set_clip_path)
      260    0.001    0.000    0.043    0.000 extension.py:154(_wrap_arithmetic_op)
        1    0.002    0.002    0.043    0.043 __init__.py:58(<module>)
    14689    0.012    0.000    0.043    0.000 contextlib.py:237(helper)
     9601    0.032    0.000    0.042    0.000 threading.py:335(notify)
       10    0.001    0.000    0.042    0.004 core.py:4152(stack)
        1    0.000    0.000    0.042    0.042 parallel.py:3(<module>)
        1    0.000    0.000    0.042    0.042 defaults.py:6(<module>)
     5580    0.007    0.000    0.042    0.000 core.py:3721(is_scalar_for_elemwise)
      120    0.001    0.000    0.042    0.000 formatting.py:87(last_item)
      123    0.001    0.000    0.042    0.000 alignment.py:61(align)
    13284    0.011    0.000    0.042    0.000 common.py:441(is_timedelta64_dtype)
     1210    0.009    0.000    0.042    0.000 twodim_base.py:216(diag)
        1    0.000    0.000    0.041    0.041 magic.py:3(<module>)
     2630    0.012    0.000    0.041    0.000 _dtype.py:46(__str__)
     1290    0.007    0.000    0.041    0.000 slicing.py:681(new_blockdim)
   101373    0.041    0.000    0.041    0.000 {method 'split' of 'str' objects}
     9956    0.010    0.000    0.041    0.000 common.py:222(is_object_dtype)
        2    0.000    0.000    0.041    0.020 __init__.py:64(<module>)
     3822    0.010    0.000    0.041    0.000 common.py:224(asarray_tuplesafe)
        1    0.000    0.000    0.041    0.041 interactiveshell.py:2(<module>)
        4    0.000    0.000    0.041    0.010 __init__.py:154(safe_load)
        4    0.000    0.000    0.041    0.010 __init__.py:103(load)
     9890    0.015    0.000    0.040    0.000 managers.py:163(shape)
        1    0.000    0.000    0.040    0.040 _parallel_backends.py:3(<module>)
        1    0.000    0.000    0.040    0.040 operator.py:14(<dictcomp>)
    30339    0.028    0.000    0.040    0.000 dtypes.py:75(find)
1925/1830    0.003    0.000    0.040    0.000 typing.py:248(inner)
     1280    0.006    0.000    0.040    0.000 variable.py:513(_broadcast_indexes)
        4    0.000    0.000    0.040    0.010 constructor.py:39(get_single_data)
    15/14    0.000    0.000    0.040    0.003 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        6    0.000    0.000    0.040    0.007 __init__.py:35(load_module)
        1    0.000    0.000    0.040    0.040 concat.py:162(_calc_concat_over)
      250    0.001    0.000    0.040    0.000 datetimelike.py:1269(__add__)
       23    0.001    0.000    0.039    0.002 dtypes.py:161(<setcomp>)
        1    0.000    0.000    0.039    0.039 ipapp.py:6(<module>)
       20    0.004    0.000    0.039    0.002 optimization.py:332(<listcomp>)
     1082    0.003    0.000    0.039    0.000 base.py:1250(set_names)
      238    0.004    0.000    0.039    0.000 inspect.py:1885(_signature_strip_non_python_syntax)
     2460    0.009    0.000    0.039    0.000 managers.py:329(_verify_integrity)
     3196    0.009    0.000    0.039    0.000 fromnumeric.py:73(_wrapreduction)
     1240    0.011    0.000    0.039    0.000 slicing.py:765(normalize_index)
        4    0.000    0.000    0.039    0.010 composer.py:29(get_single_node)
    10066    0.015    0.000    0.039    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.038    0.038 concat.py:301(<listcomp>)
       20    0.001    0.000    0.038    0.002 resample.py:1471(_adjust_bin_edges)
       20    0.019    0.001    0.038    0.002 order.py:170(ndependents)
    10307    0.005    0.000    0.038    0.000 _asarray.py:88(asanyarray)
     2560    0.004    0.000    0.038    0.000 base.py:660(normalize_dict)
    16640    0.036    0.000    0.037    0.000 {built-in method numpy.empty}
     1687    0.002    0.000    0.037    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
     2713    0.008    0.000    0.037    0.000 blocks.py:118(__init__)
       30    0.000    0.000    0.037    0.001 axis.py:1928(_get_tick)
     1210    0.002    0.000    0.037    0.000 managers.py:2001(<listcomp>)
        1    0.000    0.000    0.037    0.037 classes.py:5(<module>)
        1    0.000    0.000    0.037    0.037 connect.py:2(<module>)
        1    0.000    0.000    0.037    0.037 oinspect.py:8(<module>)
    28987    0.020    0.000    0.036    0.000 copy.py:66(copy)
        1    0.000    0.000    0.036    0.036 crashhandler.py:8(<module>)
       12    0.003    0.000    0.036    0.003 artist.py:1277(_get_setters_and_targets)
     4355    0.013    0.000    0.036    0.000 _dtype.py:333(_name_get)
      627    0.001    0.000    0.036    0.000 parser.py:94(check_event)
     6342    0.004    0.000    0.036    0.000 common.py:605(condition)
     4040    0.015    0.000    0.036    0.000 indexing.py:362(__init__)
        1    0.000    0.000    0.036    0.036 __init__.py:109(<module>)
        2    0.001    0.000    0.036    0.018 concat.py:185(process_subset_opt)
     4440    0.008    0.000    0.036    0.000 indexing.py:510(__init__)
    11885    0.012    0.000    0.035    0.000 base.py:5394(maybe_extract_name)
      720    0.017    0.000    0.035    0.000 utils.py:89(_StartCountStride)
       27    0.000    0.000    0.035    0.001 __init__.py:971(rc_params_from_file)
    15600    0.005    0.000    0.035    0.000 utils.py:292(is_integer)
     2420    0.009    0.000    0.035    0.000 concat.py:28(get_mgr_concatenation_plan)
        1    0.000    0.000    0.035    0.035 pool.py:11(<module>)
        1    0.035    0.035    0.035    0.035 {built-in method posix.read}
    14689    0.019    0.000    0.034    0.000 contextlib.py:116(__exit__)
        2    0.000    0.000    0.034    0.017 __init__.py:46(<module>)
       22    0.001    0.000    0.034    0.002 utils.py:1(<module>)
